,retrain_loss,unlearn_loss
0,0.7285246849060059,0.700581431388855
1,0.7020950317382812,0.6993341445922852
2,0.6788190603256226,0.6945986151695251
3,0.6971917152404785,0.7051525115966797
4,0.6785653829574585,0.6970353722572327
5,0.7147219777107239,0.6995771527290344
6,0.7138888835906982,0.7112047076225281
7,0.7294713854789734,0.7052171230316162
8,0.6899839043617249,0.6884833574295044
9,0.7249350547790527,0.7091761231422424
10,0.7276798486709595,0.7176339626312256
11,0.7255894541740417,0.7200166583061218
12,0.7138290405273438,0.7154093384742737
13,0.7044455409049988,0.7116472721099854
14,0.7160122394561768,0.7259499430656433
15,0.7036632895469666,0.7195562124252319
16,0.7208187580108643,0.7157754302024841
17,0.6944589018821716,0.7163148522377014
18,0.7193023562431335,0.7095952033996582
19,0.6870425343513489,0.7094361186027527
20,0.7167332172393799,0.7295998930931091
21,0.7021408081054688,0.7164775133132935
22,0.698000431060791,0.7225659489631653
23,0.7589713335037231,0.7324479818344116
24,0.7628117203712463,0.7319622039794922
25,0.7213972210884094,0.7203829288482666
26,0.7155166268348694,0.7254855036735535
27,0.7322826385498047,0.7205526828765869
28,0.7200728058815002,0.7253227233886719
29,0.7246081829071045,0.7321677207946777
30,0.7258778810501099,0.7260273694992065
31,0.7288264632225037,0.7424151301383972
32,0.7316680550575256,0.7504905462265015
33,0.7442148923873901,0.7375824451446533
34,0.7344030141830444,0.7391170263290405
35,0.7310758233070374,0.747076153755188
36,0.7373983860015869,0.7515928745269775
37,0.7607632875442505,0.7618378400802612
38,0.7204998731613159,0.7279937267303467
39,0.7373918294906616,0.7549722194671631
40,0.7577857971191406,0.7562854290008545
41,0.7570508122444153,0.7528957724571228
42,0.7303428649902344,0.7483086585998535
43,0.7514882683753967,0.7658606767654419
44,0.7801133394241333,0.7869186401367188
45,0.787551999092102,0.7750439047813416
46,0.7506495714187622,0.7641282677650452
47,0.7419056296348572,0.7533990144729614
48,0.7495427131652832,0.7490578293800354
49,0.7638856172561646,0.7696693539619446
50,0.7589601874351501,0.7662045955657959
51,0.8020049929618835,0.7708384394645691
52,0.7912694811820984,0.7867885231971741
53,0.7694076895713806,0.7703363299369812
54,0.7274692058563232,0.7660031318664551
55,0.7759914398193359,0.768683671951294
56,0.7150909304618835,0.7665146589279175
57,0.7334040403366089,0.7845232486724854
58,0.7516096234321594,0.7844396829605103
59,0.7471789717674255,0.7852362394332886
60,0.7810846567153931,0.8201631903648376
61,0.7520366311073303,0.7927054762840271
62,0.7841450572013855,0.8035238981246948
63,0.7839202284812927,0.8000032901763916
64,0.8059746623039246,0.8200809955596924
65,0.7337676882743835,0.7743779420852661
66,0.7812691330909729,0.7972763180732727
67,0.7662822008132935,0.77587890625
68,0.7858075499534607,0.8116381764411926
69,0.7651354670524597,0.780921995639801
70,0.7947914600372314,0.8134547472000122
71,0.7824154496192932,0.8110907077789307
72,0.7523869276046753,0.7942917943000793
73,0.7846490144729614,0.8148014545440674
74,0.8071581125259399,0.8255369663238525
75,0.7862733006477356,0.8517623543739319
76,0.8125569820404053,0.822212815284729
77,0.8123593926429749,0.8565890789031982
78,0.7991859912872314,0.8125166893005371
79,0.7630313038825989,0.8215479850769043
80,0.8131897449493408,0.8207218050956726
81,0.7670421600341797,0.8304513692855835
82,0.8031496405601501,0.8454714417457581
83,0.8172418475151062,0.8723809719085693
84,0.8271830081939697,0.8409222960472107
85,0.7800785303115845,0.8423702716827393
86,0.7874553203582764,0.8605800271034241
87,0.8282018899917603,0.8462012410163879
88,0.8592931628227234,0.8702828884124756
89,0.8120294809341431,0.8729662299156189
90,0.8162295818328857,0.8698428273200989
91,0.8062301278114319,0.8481418490409851
92,0.8076523542404175,0.8523263335227966
93,0.798119068145752,0.8667895793914795
94,0.8440772891044617,0.8692141175270081
95,0.8216977119445801,0.876589298248291
96,0.8229596614837646,0.8715886473655701
97,0.8468359708786011,0.8829342722892761
98,0.8383339047431946,0.8934423327445984
99,0.8105966448783875,0.8795433640480042
